EC Number,Metabolite,Concentration,Km,Abbreviation,[Met]/Km,Organism
3.1.3.5,IMP,2.72E-4,6.60E-4,imp,4.12E-1,Escherichia coli
3.1.3.6,AMP,2.81E-4,3.20E-4,amp,8.78E-1,Escherichia coli
3.1.3.6,dGMP,5.07E-5,2.80E-4,dgmp,1.81E-1,Escherichia coli
3.1.3.6,GMP,2.37E-5,2.60E-4,gmp,9.12E-2,Escherichia coli
3.1.3.7,"fructose-1,6-bisphosphate",1.52E-2,1.17E-3,fdp,1.30E+1,Escherichia coli
3.1.3.7,NADP+,2.08E-6,2.70E-3,nadp,7.70E-4,Escherichia coli
3.1.3.7,NADPH,1.21E-4,2.13E-3,nadph,5.68E-2,Escherichia coli
3.1.3.82,"fructose-1,6-bisphosphate",1.52E-2,1.50E-3,fdp,1.01E+1,Escherichia coli
3.1.3.89,dAMP,8.84E-6,1.43E-5,damp,6.19E-1,Escherichia coli
3.1.3.89,dGMP,5.07E-5,4.70E-5,dgmp,1.08E+0,Escherichia coli
3.1.4.16,ADP,5.55E-4,1.90E-4,adp,2.92E+0,Escherichia coli
3.1.4.16,ATP,9.63E-3,1.80E-4,atp,5.35E+1,Escherichia coli
3.1.4.16,CTP,2.73E-3,1.30E-4,ctp,2.10E+1,Escherichia coli
3.1.4.16,NADP+,2.08E-6,1.50E-4,nadp,1.39E-2,Escherichia coli
3.1.4.37,ADP,5.55E-4,1.90E-4,adp,2.92E+0,Escherichia coli
3.1.4.37,ATP,9.63E-3,1.80E-4,atp,5.35E+1,Escherichia coli
3.1.4.37,CTP,2.73E-3,1.30E-4,ctp,2.10E+1,Escherichia coli
3.1.4.37,NADP+,2.08E-6,1.50E-4,nadp,1.39E-2,Escherichia coli
3.1.5.1,GTP,4.87E-3,1.50E-4,gtp,3.25E+1,Escherichia coli
3.2.2.4,AMP,2.81E-4,3.00E-3,amp,9.37E-2,Escherichia coli
3.2.2.8,uridine,2.09E-3,1.31E-4,uri,1.60E+1,Escherichia coli
3.2.2.8,cytidine,2.59E-6,5.32E-4,cytd,4.87E-3,Escherichia coli
3.4.21.53,ATP,9.63E-3,5.57E-5,atp,1.73E+2,Escherichia coli
3.4.21.92,ATP,9.63E-3,2.10E-4,atp,4.59E+1,Escherichia coli
3.4.24.B17,ATP,9.63E-3,2.20E-5,atp,4.38E+2,Escherichia coli
3.4.24.B17,CTP,2.73E-3,1.04E-4,ctp,2.63E+1,Escherichia coli
3.4.24.B17,GTP,4.87E-3,7.30E-3,gtp,6.67E-1,Escherichia coli
3.5.1.1,asparagine,5.11E-4,6.31E-5,asn-L,8.10E+0,Escherichia coli
3.5.1.1,glutamine,3.81E-3,1.48E-4,gln-L,2.57E+1,Escherichia coli
3.5.1.16,N-acetyl-ornithine,4.33E-5,1.59E-3,acorn,2.72E-2,Escherichia coli
3.5.1.2,glutamine,3.81E-3,4.54E-3,gln-L,8.38E-1,Escherichia coli
3.5.1.2,glutamate,9.60E-2,2.90E-3,glu-L,3.31E+1,Escherichia coli
3.5.1.25,glucosamine-6-phosphate,1.15E-3,2.50E-2,gam6p,4.60E-2,Escherichia coli
3.5.2.3,dihydroorotate,1.19E-5,1.77E-4,dhor-S,6.73E-2,Escherichia coli
3.5.2.3,carbamoyl-aspartate,5.90E-4,3.52E-3,cbasp,1.68E-1,Escherichia coli
3.5.3.6,arginine,5.69E-4,3.20E-4,arg-L,1.78E+0,Escherichia coli
3.5.4.1,cytosine,1.41E-5,3.89E-4,csn,3.62E-2,Escherichia coli
3.5.4.2,adenine,1.47E-6,3.67E-4,ade,4.00E-3,Escherichia coli
3.5.4.25,GTP,4.87E-3,3.59E-4,gtp,1.36E+1,Escherichia coli
3.5.4.3,guanine,1.88E-4,1.50E-5,gua,1.25E+1,Escherichia coli
3.5.4.4,deoxyadenosine,2.82E-6,4.00E-5,dad-2,7.05E-2,Escherichia coli
3.5.4.4,adenosine,1.31E-7,7.50E-5,adn,1.75E-3,Escherichia coli
3.5.4.5,cytosine,1.41E-5,8.90E-5,csn,1.58E-1,Escherichia coli
3.5.4.5,cytidine,2.59E-6,2.11E-4,cytd,1.23E-2,Escherichia coli
3.5.99.6,glucosamine-6-phosphate,1.15E-3,1.27E-3,gam6p,9.07E-1,Escherichia coli
3.5.99.6,fructose-6-phosphate,2.52E-3,1.70E-3,f6p,1.48E+0,Escherichia coli
3.6.1.11,AMP,2.81E-4,3.20E-4,amp,8.78E-1,Escherichia coli
3.6.1.11,dGMP,5.07E-5,2.80E-4,dgmp,1.81E-1,Escherichia coli
3.6.1.11,GMP,2.37E-5,2.60E-4,gmp,9.12E-2,Escherichia coli
3.6.1.19,dTDP,3.78E-4,6.50E-4,dtdp,5.82E-1,Escherichia coli
3.6.1.19,dATP,1.55E-5,9.30E-4,datp,1.67E-2,Escherichia coli
3.6.1.19,dTTP,4.62E-3,1.70E-3,dttp,2.72E+0,Escherichia coli
3.6.1.19,dCTP,3.45E-5,1.30E-3,dctp,2.65E-2,Escherichia coli
3.6.1.19,GTP,4.87E-3,1.00E-3,gtp,4.87E+0,Escherichia coli
3.6.1.19,GDP,6.76E-4,3.50E-4,gdp,1.93E+0,Escherichia coli
3.6.1.21,ADP-glucose,4.27E-6,1.67E-4,adpglc,2.56E-2,Escherichia coli
3.6.1.22,NAD+,2.55E-3,5.10E-3,nad,5.00E-1,Escherichia coli
3.6.1.22,NADH,8.36E-5,1.10E-4,nadh,7.60E-1,Escherichia coli
3.6.1.45,UDP-glucose,2.50E-3,1.70E-5,udpg ,1.47E+2,Escherichia coli
3.6.1.55,GTP,4.87E-3,1.00E-3,gtp,4.87E+0,Escherichia coli
3.6.1.55,GDP,6.76E-4,3.50E-4,gdp,1.93E+0,Escherichia coli
3.6.1.65,dCTP,3.45E-5,1.09E-3,dctp,3.16E-2,Escherichia coli
3.6.1.65,CTP,2.73E-3,4.86E-4,ctp,5.62E+0,Escherichia coli
3.6.3.1,ATP,9.63E-3,8.78E-4,atp,1.10E+1,Escherichia coli
3.6.3.14,ADP,5.55E-4,1.00E-4,adp,5.55E+0,Escherichia coli
3.6.3.14,ATP,9.63E-3,1.16E-4,atp,8.30E+1,Escherichia coli
3.6.3.16,ATP,9.63E-3,1.61E-4,atp,5.98E+1,Escherichia coli
3.6.3.18,ATP,9.63E-3,1.25E-3,atp,7.68E+0,Escherichia coli
3.6.3.19,ATP,9.63E-3,1.48E-4,atp,6.49E+1,Escherichia coli
3.6.3.27,ATP,9.63E-3,2.39E-5,atp,4.03E+2,Escherichia coli
3.6.3.31,ATP,9.63E-3,3.61E-4,atp,2.67E+1,Escherichia coli
3.6.3.33,ATP,9.63E-3,6.39E-5,atp,1.51E+2,Escherichia coli
3.6.3.39,ATP,9.63E-3,4.84E-4,atp,1.99E+1,Escherichia coli
3.6.3.4,ATP,9.63E-3,5.00E-4,atp,1.93E+1,Escherichia coli
3.6.3.43,ATP,9.63E-3,9.77E-4,atp,9.85E+0,Escherichia coli
3.6.3.5,ATP,9.63E-3,1.40E-5,atp,6.90E+2,Escherichia coli
3.6.3.B1,ATP,9.63E-3,5.00E-5,atp,1.93E+2,Escherichia coli
3.6.4.10,ATP,9.63E-3,1.73E-5,atp,5.55E+2,Escherichia coli
3.6.4.8,ATP,9.63E-3,3.92E-4,atp,2.45E+1,Escherichia coli
3.6.4.9,ATP,9.63E-3,7.00E-6,atp,1.38E+3,Escherichia coli
3.6.5.3,GTP,4.87E-3,1.08E-5,gtp,4.52E+2,Escherichia coli
3.6.5.4,GTP,4.87E-3,1.00E-6,gtp,4.87E+3,Escherichia coli
3.6.5.6,GTP,4.87E-3,4.20E-5,gtp,1.16E+2,Escherichia coli
4.1.1.11,aspartate,4.23E-3,1.57E-4,asp-L,2.70E+1,Escherichia coli
4.1.1.15,glutamate,9.60E-2,1.08E-3,glu-L,8.91E+1,Escherichia coli
4.1.1.17,ornithine,1.01E-5,4.49E-3,orn,2.25E-3,Escherichia coli
4.1.1.18,lysine,4.05E-4,1.08E-3,lys-L,3.75E-1,Escherichia coli
4.1.1.19,arginine,5.69E-4,3.01E-4,arg-L,1.89E+0,Escherichia coli
4.1.1.31,phosphoenolpyruvate,1.84E-4,6.00E-4,pep,3.07E-1,Escherichia coli
4.1.1.49,ADP,5.55E-4,5.00E-5,adp,1.11E+1,Escherichia coli
4.1.1.49,ATP,9.63E-3,6.00E-5,atp,1.61E+2,Escherichia coli
4.1.1.49,phosphoenolpyruvate,1.84E-4,6.54E-4,pep,2.81E-1,Escherichia coli
4.1.1.49,oxaloacetate,4.87E-7,6.70E-4,oaa,7.27E-4,Escherichia coli
4.1.1.50,S-adenosyl-L-methionine,1.84E-4,7.75E-5,amet,2.38E+0,Escherichia coli
4.1.2.13,"fructose-1,6-bisphosphate",1.52E-2,1.74E-4,fdp,8.74E+1,Escherichia coli
4.1.2.17,dihydroxyacetonephosphate,3.06E-3,5.47E-2,dhap,5.60E-2,Escherichia coli
4.1.2.19,dihydroxyacetonephosphate,3.06E-3,5.18E-4,dhap,5.91E+0,Escherichia coli
4.1.2.21,erythrose-4-phosphate,4.90E-5,5.70E-4,e4p,8.60E-2,Escherichia coli
4.1.2.4,deoxyribose-5-phosphate,3.03E-4,6.40E-4,2dr5p,4.73E-1,Escherichia coli
4.1.2.48,threonine,1.26E-3,3.38E-3,thr-L,3.72E-1,Escherichia coli
4.1.2.5,threonine,1.26E-3,1.00E-2,thr-L,1.26E-1,Escherichia coli
4.1.2.52,pyruvate,3.66E-3,5.60E-3,pyr,6.54E-1,Escherichia coli
4.1.3.1,succinate,5.69E-4,5.90E-4,succ,9.64E-1,Escherichia coli
4.1.3.1,isocitrate,3.67E-5,1.21E-4,icit,3.04E-1,Escherichia coli
4.1.3.27,glutamine,3.81E-3,3.60E-4,gln-L,1.06E+1,Escherichia coli
4.1.3.3,pyruvate,3.66E-3,8.30E-3,pyr,4.42E-1,Escherichia coli
4.1.3.34,oxaloacetate,4.87E-7,3.67E-5,oaa,1.33E-2,Escherichia coli
4.1.3.34,acetyl-CoA,6.06E-4,3.45E-4,accoa,1.76E+0,Escherichia coli
4.1.3.42,pyruvate,3.66E-3,4.50E-2,pyr,8.14E-2,Escherichia coli
4.1.3.6,citrate,1.96E-3,1.60E-4,cit,1.23E+1,Escherichia coli
4.1.99.1,tryptophan,1.21E-5,3.23E-4,trp-L,3.74E-2,Escherichia coli
4.1.99.1,pyruvate,3.66E-3,7.00E-2,pyr,5.24E-2,Escherichia coli
4.1.99.1,serine,1.13E-3,1.60E-1,ser-L,7.08E-3,Escherichia coli
4.1.99.2,tyrosine,2.89E-5,2.00E-4,tyr-L,1.45E-1,Escherichia coli
4.2.1.2,fumarate,2.88E-4,4.94E-4,fum,5.83E-1,Escherichia coli
4.2.1.2,malate,1.68E-3,1.93E-4,mal-L,8.70E+0,Escherichia coli
4.2.1.3,aconitate,1.61E-5,3.05E-5,acon-C,5.29E-1,Escherichia coli
4.2.1.3,citrate,1.96E-3,3.57E-3,cit,5.49E-1,Escherichia coli
4.2.1.46,UDP-glucose,2.50E-3,3.00E-2,udpg ,8.33E-2,Escherichia coli
4.2.1.46,NAD+,2.55E-3,1.00E-4,nad,2.55E+1,Escherichia coli
4.2.3.3,dihydroxyacetonephosphate,3.06E-3,3.57E-4,dhap,8.57E+0,Escherichia coli
4.3.1.1,aspartate,4.23E-3,2.05E-3,asp-L,2.06E+0,Escherichia coli
4.3.1.15,serine,1.13E-3,6.30E-3,ser-L,1.80E-1,Escherichia coli
4.3.1.17,serine,1.13E-3,1.75E-2,ser-L,6.46E-2,Escherichia coli
4.3.1.18,serine,1.13E-3,8.15E-3,ser-L,1.39E-1,Escherichia coli
4.3.1.19,serine,1.13E-3,1.41E-2,ser-L,8.01E-2,Escherichia coli
4.3.1.19,threonine,1.26E-3,4.12E-2,thr-L,3.05E-2,Escherichia coli
4.3.3.7,pyruvate,3.66E-3,2.64E-4,pyr,1.39E+1,Escherichia coli
4.6.1.1,ATP,9.63E-3,3.49E-4,atp,2.76E+1,Escherichia coli
4.6.1.2,GTP,4.87E-3,7.00E-5,gtp,6.96E+1,Escherichia coli
5.1.1.1,alanine,2.55E-3,1.95E-3,ala-L,1.31E+0,Escherichia coli
5.1.1.3,glutamate,9.60E-2,1.20E-3,glu-L,8.00E+1,Escherichia coli
5.1.3.14,UDP-N-acetyl-glucosamine,9.24E-3,1.42E-3,uacgam,6.50E+0,Escherichia coli
5.1.3.2,UDP-glucose,2.50E-3,6.66E-4,udpg ,3.75E+0,Escherichia coli
5.1.3.2,UDP-N-acetyl-glucosamine,9.24E-3,3.23E-4,uacgam,2.86E+1,Escherichia coli
5.3.1.1,glyceraldehyde-3-phosphate,2.71E-4,1.03E-3,g3p,2.63E-1,Escherichia coli
5.3.1.13,ribulose-5-phosphate,1.12E-4,3.77E-4,ru5p-D,2.98E-1,Escherichia coli
5.3.1.28,sedoheptulose-7-phosphate,8.82E-4,9.00E-4,s7p,9.80E-1,Escherichia coli
5.3.1.6,ribose-5-phosphate,7.87E-4,2.25E-3,r5p,3.50E-1,Escherichia coli
5.3.1.8,fructose-6-phosphate,2.52E-3,1.50E-4,f6p,1.68E+1,Escherichia coli
5.3.1.9,glucose-6-phosphate,7.88E-3,2.80E-4,g6p,2.81E+1,Escherichia coli
5.3.1.9,fructose-6-phosphate,2.52E-3,1.71E-4,f6p,1.47E+1,Escherichia coli
5.4.2.10,glucosamine-6-phosphate,1.15E-3,5.00E-5,gam6p,2.30E+1,Escherichia coli
6.1.1.1,ATP,9.63E-3,5.00E-4,atp,1.93E+1,Escherichia coli
6.1.1.1,tyrosine,2.89E-5,6.40E-6,tyr-L,4.51E+0,Escherichia coli
6.1.1.10,ATP,9.63E-3,1.21E-3,atp,7.94E+0,Escherichia coli
6.1.1.10,methionine,1.45E-4,9.20E-5,met-L,1.58E+0,Escherichia coli
6.1.1.11,ATP,9.63E-3,6.80E-8,atp,1.42E+5,Escherichia coli
6.1.1.11,serine,1.13E-3,2.15E-5,ser-L,5.27E+1,Escherichia coli
6.1.1.12,ATP,9.63E-3,7.43E-5,atp,1.30E+2,Escherichia coli
6.1.1.12,aspartate,4.23E-3,9.64E-5,asp-L,4.39E+1,Escherichia coli
6.1.1.14,ATP,9.63E-3,2.87E-5,atp,3.36E+2,Escherichia coli
6.1.1.15,ATP,9.63E-3,6.00E-4,atp,1.61E+1,Escherichia coli
6.1.1.15,alanine,2.55E-3,1.40E-1,ala-L,1.82E-2,Escherichia coli
6.1.1.15,proline,3.85E-4,2.84E-4,pro-L,1.36E+0,Escherichia coli
6.1.1.16,ATP,9.63E-3,2.67E-4,atp,3.61E+1,Escherichia coli
6.1.1.17,ATP,9.63E-3,1.63E-4,atp,5.92E+1,Escherichia coli
6.1.1.17,glutamate,9.60E-2,1.37E-4,glu-L,7.03E+2,Escherichia coli
6.1.1.18,ATP,9.63E-3,5.84E-4,atp,1.65E+1,Escherichia coli
6.1.1.18,glutamine,3.81E-3,2.88E-4,gln-L,1.32E+1,Escherichia coli
6.1.1.19,dATP,1.55E-5,1.50E-3,datp,1.03E-2,Escherichia coli
6.1.1.19,ATP,9.63E-3,1.31E-3,atp,7.37E+0,Escherichia coli
6.1.1.19,arginine,5.69E-4,4.85E-5,arg-L,1.17E+1,Escherichia coli
6.1.1.2,ATP,9.63E-3,2.00E-4,atp,4.82E+1,Escherichia coli
6.1.1.2,tryptophan,1.21E-5,1.70E-5,trp-L,7.12E-1,Escherichia coli
6.1.1.20,dATP,1.55E-5,1.25E-4,datp,1.24E-1,Escherichia coli
6.1.1.20,ATP,9.63E-3,9.00E-6,atp,1.07E+3,Escherichia coli
6.1.1.20,phenylalanine,1.82E-5,8.60E-6,phe-L,2.12E+0,Escherichia coli
6.1.1.20,tyrosine,2.89E-5,2.20E-3,tyr-L,1.31E-2,Escherichia coli
6.1.1.21,ATP,9.63E-3,7.57E-4,atp,1.27E+1,Escherichia coli
6.1.1.21,histidine,6.76E-5,2.40E-5,his-L,2.82E+0,Escherichia coli
6.1.1.22,ATP,9.63E-3,1.42E-4,atp,6.76E+1,Escherichia coli
6.1.1.22,asparagine,5.11E-4,2.33E-5,asn-L,2.19E+1,Escherichia coli
6.1.1.24,ATP,9.63E-3,6.20E-4,atp,1.55E+1,Escherichia coli
6.1.1.24,glutamate,9.60E-2,5.80E-3,glu-L,1.66E+1,Escherichia coli
6.1.1.3,ATP,9.63E-3,2.67E-4,atp,3.61E+1,Escherichia coli
6.1.1.3,serine,1.13E-3,1.08E-1,ser-L,1.05E-2,Escherichia coli
6.1.1.3,threonine,1.26E-3,1.45E-4,thr-L,8.69E+0,Escherichia coli
6.1.1.4,ATP,9.63E-3,2.64E-4,atp,3.65E+1,Escherichia coli
6.1.1.4,methionine,1.45E-4,7.50E-3,met-L,1.93E-2,Escherichia coli
6.1.1.4,isoleucine,1.52E-4,9.35E-4,ile-L,1.62E-1,Escherichia coli
6.1.1.4,leucine,1.52E-4,1.89E-5,leu-L,7.99E+0,Escherichia coli
6.1.1.5,ATP,9.63E-3,2.61E-5,atp,3.69E+2,Escherichia coli
6.1.1.5,isoleucine,1.52E-4,2.90E-5,ile-L,5.23E+0,Escherichia coli
6.1.1.6,ATP,9.63E-3,5.27E-5,atp,1.83E+2,Escherichia coli
6.1.1.6,lysine,4.05E-4,3.97E-6,lys-L,1.02E+2,Escherichia coli
6.1.1.7,ATP,9.63E-3,8.88E-5,atp,1.08E+2,Escherichia coli
6.1.1.7,alanine,2.55E-3,1.30E-4,ala-L,1.96E+1,Escherichia coli
6.1.1.7,serine,1.13E-3,3.10E-2,ser-L,3.65E-2,Escherichia coli
6.1.1.9,ATP,9.63E-3,9.40E-3,atp,1.02E+0,Escherichia coli
6.1.1.9,threonine,1.26E-3,3.00E-4,thr-L,4.19E+0,Escherichia coli
6.1.1.9,valine,4.02E-3,3.89E-5,val-L,1.03E+2,Escherichia coli
6.1.1.9,isoleucine,1.52E-4,1.90E-3,ile-L,7.97E-2,Escherichia coli
6.1.1.B3,ATP,9.63E-3,3.48E-4,atp,2.77E+1,Escherichia coli
6.1.1.B3,glutamate,9.60E-2,2.63E-3,glu-L,3.65E+1,Escherichia coli
6.2.1.20,ATP,9.63E-3,3.00E-4,atp,3.21E+1,Escherichia coli
6.2.1.26,ATP,9.63E-3,7.35E-5,atp,1.31E+2,Escherichia coli
6.2.1.26,coenzyme-A,1.37E-3,3.60E-4,coa,3.81E+0,Escherichia coli
6.2.1.3,ATP,9.63E-3,3.42E-5,atp,2.82E+2,Escherichia coli
6.2.1.3,coenzyme-A,1.37E-3,3.98E-5,coa,3.44E+1,Escherichia coli
6.2.1.5,ATP,9.63E-3,3.19E-5,atp,3.02E+2,Escherichia coli
6.2.1.5,coenzyme-A,1.37E-3,4.00E-3,coa,3.43E-1,Escherichia coli
6.2.1.5,succinate,5.69E-4,2.50E-4,succ,2.28E+0,Escherichia coli
6.3.1.1,ATP,9.63E-3,2.70E-4,atp,3.57E+1,Escherichia coli
6.3.1.2,ATP,9.63E-3,2.00E-4,atp,4.82E+1,Escherichia coli
6.3.1.2,glutamine,3.81E-3,4.90E-3,gln-L,7.78E-1,Escherichia coli
6.3.1.2,glutamate,9.60E-2,3.30E-3,glu-L,2.91E+1,Escherichia coli
6.3.1.5,ATP,9.63E-3,2.00E-4,atp,4.82E+1,Escherichia coli
6.3.1.5,glutamine,3.81E-3,8.94E-3,gln-L,4.26E-1,Escherichia coli
6.3.1.8,glutathione,1.66E-2,2.18E-4,gthrd,7.61E+1,Escherichia coli
6.3.2.1,ATP,9.63E-3,1.74E-4,atp,5.54E+1,Escherichia coli
6.3.2.12,ATP,9.63E-3,6.90E-6,atp,1.40E+3,Escherichia coli
6.3.2.12,glutamate,9.60E-2,3.90E-3,glu-L,2.46E+1,Escherichia coli
6.3.2.13,ATP,9.63E-3,6.20E-4,atp,1.55E+1,Escherichia coli
6.3.2.14,serine,1.13E-3,2.60E-1,ser-L,4.36E-3,Escherichia coli
6.3.2.17,ATP,9.63E-3,1.95E-4,atp,4.95E+1,Escherichia coli
6.3.2.17,glutamate,9.60E-2,3.08E-4,glu-L,3.12E+2,Escherichia coli
6.3.2.2,ATP,9.63E-3,3.16E-5,atp,3.05E+2,Escherichia coli
6.3.2.2,glutamate,9.60E-2,8.41E-4,glu-L,1.14E+2,Escherichia coli
6.3.2.3,ATP,9.63E-3,6.62E-4,atp,1.46E+1,Escherichia coli
6.3.2.4,ATP,9.63E-3,1.40E-3,atp,6.88E+0,Escherichia coli
6.3.2.5,CTP,2.73E-3,2.90E-4,ctp,9.41E+0,Escherichia coli
6.3.2.6,aspartate,4.23E-3,3.60E-5,asp-L,1.18E+2,Escherichia coli
6.3.2.8,ATP,9.63E-3,1.85E-4,atp,5.21E+1,Escherichia coli
6.3.2.8,alanine,2.55E-3,4.84E-5,ala-L,5.26E+1,Escherichia coli
6.3.2.8,serine,1.13E-3,1.27E-3,ser-L,8.95E-1,Escherichia coli
6.3.2.8,threonine,1.26E-3,2.50E-2,thr-L,5.03E-2,Escherichia coli
6.3.2.8,valine,4.02E-3,7.00E-2,val-L,5.74E-2,Escherichia coli
6.3.2.8,isoleucine,1.52E-4,4.00E-2,ile-L,3.79E-3,Escherichia coli
6.3.2.9,ATP,9.63E-3,1.00E-4,atp,9.60E+1,Escherichia coli
6.3.3.1,ATP,9.63E-3,7.30E-5,atp,1.32E+2,Escherichia coli
6.3.3.3,ATP,9.63E-3,5.00E-6,atp,1.93E+3,Escherichia coli
6.3.4.14,ADP,5.55E-4,1.23E-4,adp,4.50E+0,Escherichia coli
6.3.4.14,ATP,9.63E-3,1.17E-4,atp,8.26E+1,Escherichia coli
6.3.4.15,ATP,9.63E-3,2.50E-4,atp,3.85E+1,Escherichia coli
6.3.4.18,ATP,9.63E-3,4.80E-5,atp,2.01E+2,Escherichia coli
6.3.4.19,ATP,9.63E-3,1.88E-5,atp,5.13E+2,Escherichia coli
6.3.4.19,lysine,4.05E-4,3.80E-4,lys-L,1.07E+0,Escherichia coli
6.3.4.2,ATP,9.63E-3,5.40E-5,atp,1.78E+2,Escherichia coli
6.3.4.2,glutamine,3.81E-3,2.93E-4,gln-L,1.30E+1,Escherichia coli
6.3.4.2,UTP,8.29E-3,4.38E-5,utp,1.89E+2,Escherichia coli
6.3.4.21,ATP,9.63E-3,4.00E-4,atp,2.41E+1,Escherichia coli
6.3.4.21,PRPP,2.58E-4,3.00E-5,prpp,8.60E+0,Escherichia coli
6.3.4.4,ITP,2.05E-4,1.73E-2,itp,1.18E-2,Escherichia coli
6.3.4.4,IMP,2.72E-4,3.34E-5,imp,8.14E+0,Escherichia coli
6.3.4.4,aspartate,4.23E-3,1.51E-4,asp-L,2.81E+1,Escherichia coli
6.3.4.4,UTP,8.29E-3,2.06E-3,utp,4.02E+0,Escherichia coli
6.3.4.4,GTP,4.87E-3,2.51E-5,gtp,1.94E+2,Escherichia coli
6.3.5.2,ATP,9.63E-3,2.11E-4,atp,4.56E+1,Escherichia coli
6.3.5.3,glutamine,3.81E-3,3.00E-5,gln-L,1.27E+2,Escherichia coli
6.3.5.4,ATP,9.63E-3,1.56E-4,atp,6.17E+1,Escherichia coli
6.3.5.4,aspartate,4.23E-3,7.54E-4,asp-L,5.61E+0,Escherichia coli
6.3.5.4,glutamine,3.81E-3,1.13E-3,gln-L,3.38E+0,Escherichia coli
6.3.5.5,ATP,9.63E-3,1.03E-4,atp,9.34E+1,Escherichia coli
6.3.5.5,glutamine,3.81E-3,3.68E-4,gln-L,1.04E+1,Escherichia coli
6.4.1.2,malonyl-CoA,3.54E-5,1.00E-4,malcoa,3.54E-1,Escherichia coli
6.4.1.4,ATP,9.63E-3,8.10E-5,atp,1.19E+2,Escherichia coli
6.5.1.2,NAD+,2.55E-3,3.00E-7,nad,8.50E+3,Escherichia coli
6.5.1.4,ATP,9.63E-3,2.00E-5,atp,4.82E+2,Escherichia coli
6.5.1.4,GTP,4.87E-3,1.00E-4,gtp,4.87E+1,Escherichia coli
